All hps: 2023-07-12 02:39:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=1000 eps=0.05 p=0.05 n_iter=100
Clean accuracy: 8.10%
Initial square side=5 for bumps
1: acc=8.00% acc_corr=98.77% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=81, 0s, loss=2.356, max_pert=0.1, impr=24
13: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.301, max_pert=0.1, impr=31
14: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.299, max_pert=0.0, impr=42
15: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.297, max_pert=0.1, impr=32
16: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.295, max_pert=0.1, impr=37
17: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.293, max_pert=0.1, impr=29
18: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.291, max_pert=0.1, impr=32
19: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.289, max_pert=0.1, impr=24
20: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.286, max_pert=0.1, impr=43
21: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.285, max_pert=0.0, impr=25
22: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.282, max_pert=0.1, impr=36
23: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.280, max_pert=0.1, impr=26
24: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.278, max_pert=0.1, impr=19
25: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.277, max_pert=0.1, impr=25
26: acc=7.90% acc_corr=97.53% avg#q_ae=2.5 med#q_ae=2.5 s=6->3, n_ex=81, 0s, loss=2.276, max_pert=0.0, impr=12
27: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.272, max_pert=0.0, impr=48
28: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.270, max_pert=0.0, impr=35
29: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.269, max_pert=0.1, impr=25
30: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.268, max_pert=0.1, impr=23
31: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.267, max_pert=0.1, impr=24
32: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.255, max_pert=0.0, impr=50
33: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.250, max_pert=0.1, impr=43
34: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.249, max_pert=0.1, impr=41
35: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.247, max_pert=0.1, impr=39
36: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.246, max_pert=0.1, impr=11
37: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.245, max_pert=0.1, impr=28
38: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.244, max_pert=0.1, impr=19
39: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.243, max_pert=0.1, impr=18
40: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.243, max_pert=0.1, impr=24
41: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.239, max_pert=0.0, impr=37
42: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.238, max_pert=0.1, impr=29
43: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.236, max_pert=0.1, impr=34
44: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.236, max_pert=0.1, impr=23
45: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.235, max_pert=0.1, impr=23
46: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.234, max_pert=0.1, impr=20
47: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.231, max_pert=0.1, impr=31
48: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.230, max_pert=0.1, impr=27
49: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.228, max_pert=0.1, impr=30
50: acc=7.80% acc_corr=96.30% avg#q_ae=11.0 med#q_ae=4.0 s=6->3, n_ex=81, 0s, loss=2.224, max_pert=0.0, impr=33
51: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.222, max_pert=0.1, impr=34
52: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.220, max_pert=0.1, impr=25
53: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.217, max_pert=0.1, impr=31
54: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.216, max_pert=0.1, impr=20
55: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.215, max_pert=0.0, impr=30
56: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.213, max_pert=0.0, impr=27
57: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.211, max_pert=0.1, impr=28
58: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.208, max_pert=0.1, impr=28
59: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 0s, loss=2.207, max_pert=0.0, impr=22
60: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 1s, loss=2.205, max_pert=0.1, impr=26
61: acc=7.70% acc_corr=95.06% avg#q_ae=21.2 med#q_ae=16.0 s=6->3, n_ex=81, 1s, loss=2.204, max_pert=0.0, impr=16
62: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.203, max_pert=0.1, impr=16
63: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.200, max_pert=0.1, impr=31
64: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.198, max_pert=0.1, impr=38
65: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.196, max_pert=0.0, impr=31
66: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.194, max_pert=0.1, impr=23
67: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.191, max_pert=0.1, impr=30
68: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.190, max_pert=0.1, impr=24
69: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.188, max_pert=0.1, impr=26
70: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.184, max_pert=0.0, impr=33
71: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.181, max_pert=0.1, impr=39
72: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.170, max_pert=0.0, impr=50
73: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.167, max_pert=0.0, impr=22
74: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.166, max_pert=0.1, impr=28
75: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.165, max_pert=0.1, impr=27
76: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.165, max_pert=0.1, impr=25
77: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.162, max_pert=0.0, impr=22
78: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.160, max_pert=0.1, impr=37
79: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.159, max_pert=0.1, impr=17
80: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.158, max_pert=0.1, impr=15
81: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.158, max_pert=0.1, impr=22
82: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.156, max_pert=0.0, impr=14
83: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.154, max_pert=0.0, impr=26
84: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.152, max_pert=0.1, impr=31
85: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.151, max_pert=0.1, impr=18
86: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.150, max_pert=0.1, impr=29
87: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.149, max_pert=0.1, impr=24
88: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.148, max_pert=0.1, impr=19
89: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.148, max_pert=0.1, impr=20
90: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.146, max_pert=0.1, impr=28
91: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.145, max_pert=0.1, impr=11
92: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.144, max_pert=0.1, impr=31
93: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.143, max_pert=0.1, impr=17
94: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.142, max_pert=0.1, impr=27
95: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.141, max_pert=0.1, impr=7
96: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.139, max_pert=0.0, impr=22
97: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.137, max_pert=0.1, impr=22
98: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.136, max_pert=0.1, impr=25
99: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.132, max_pert=0.1, impr=32
100: acc=7.60% acc_corr=93.83% avg#q_ae=29.6 med#q_ae=28.0 s=6->3, n_ex=81, 1s, loss=2.131, max_pert=0.0, impr=11
